,id_municipio,sigla_uf,ano,rbc_corrente,rbc_transf,d_educacao,d_educacao_fund,d_educacao_inf,taxa_aprovacao_inicial,indicador_rendimento_inicial,nota_saeb_matematica_inicial,nota_saeb_lingua_portuguesa_inicial,ideb_inicial,taxa_aprovacao_final,indicador_rendimento_final,nota_saeb_matematica_final,nota_saeb_lingua_portuguesa_final,ideb_final,inse_2019,populacao_estimada,populacao_0_15_anos,pib,name_region
14329,5218300,GO,2019,89232290.76,69224998.15,33392776.53,0.0,0.0,99.6,0.99677998,252.94,233.92,7.0,98.0,0.97968102,282.63,279.82,5.9,4.8862,36900,9392,602024798,Centro Oeste
14410,5200175,GO,2013,16708753.44,15106514.83,5081537.38,5081537.38,0.0,93.0,0.926817,221.35,201.83,5.4,,,,,,4.9811,5368,1355,165908790,Centro Oeste
14411,5200175,GO,2015,15125374.5,14094041.5,4459004.59,4314419.99,144584.6,94.6,0.95111698,,,5.2,,,,,,4.9811,5494,1331,201250168,Centro Oeste
14412,5200175,GO,2017,18592623.08,17392943.97,4336801.22,4211625.28,0.0,90.0,0.89529902,218.44,206.77,5.3,100.0,1.0,,,,4.9811,5615,1334,218890920,Centro Oeste
14413,5200175,GO,2019,26010837.54,23109555.02,4439541.38,4303108.68,196.37,88.5,0.89413798,198.89,182.28,4.5,,,,,,4.9811,5735,1343,264450306,Centro Oeste
14418,5107180,MT,2013,20802344.03,17039807.38,0.0,4942833.55,282257.11,97.1,0.964477,189.47,179.66,4.7,94.1,0.94220901,249.69,250.44,4.7,4.6433,9443,2567,205611824,Centro Oeste
14419,5107180,MT,2015,25865053.05,22094117.22,6999956.9,6152961.69,514992.53,99.1,0.990574,,,5.4,96.5,0.9648,,,4.7,4.6433,9704,2594,243453426,Centro Oeste
14420,5107180,MT,2017,27565562.65,22512383.97,6891010.88,5799060.43,804446.02,98.3,0.98430097,196.36,196.11,5.2,97.5,0.97564602,243.77,237.83,4.6,4.6433,9953,2636,290092712,Centro Oeste
14421,5107180,MT,2019,37314223.09,31321729.94,10001667.84,8613946.84,1154925.0,99.3,0.99216199,197.75,188.8,5.1,98.1,0.978549,232.8,238.41,4.4,4.6433,10206,2678,355461886,Centro Oeste
14422,5105200,MT,2013,22526216.87,19456520.37,0.0,2756654.48,2400018.28,94.5,0.94170201,193.05,183.44,4.7,,,,,,4.8715,11547,2591,243262095,Centro Oeste
14423,5105200,MT,2015,27052313.4,23317216.98,6431933.57,3670916.61,0.0,100.0,1.0,,,5.7,,,,,,4.8715,11435,2467,241505192,Centro Oeste
14424,5105200,MT,2017,33561761.56,25979186.88,7846691.32,4056437.54,3790253.78,99.5,0.99593502,191.05,179.08,4.8,93.8,0.875,,,,4.8715,11330,2397,292113361,Centro Oeste
14425,5105200,MT,2019,40361348.1,32696649.88,10730990.07,4794698.31,5672563.49,100.0,1.0,222.63,199.86,5.8,,,,,,4.8715,11221,2334,317264499,Centro Oeste
14466,5106828,MT,2013,27142010.12,21220570.79,8010416.58,6850828.3,718459.76,99.8,0.99818701,190.38,176.91,4.8,92.1,0.91591501,230.58,222.86,3.9,4.5643,11520,3032,144577958,Centro Oeste
14467,5106828,MT,2015,32983604.84,28278269.71,9848828.87,7757071.81,1716928.75,96.1,0.96055001,,,4.9,91.2,0.90876198,,,4.5,4.5643,11690,2938,174939629,Centro Oeste
14468,5106828,MT,2017,39485865.09,31838694.84,10832166.83,9489777.85,995585.28,95.2,0.95124102,194.47,175.47,4.6,95.5,0.95349503,229.36,227.69,4.1,4.5643,11852,2888,190908594,Centro Oeste
14469,5106828,MT,2019,47055302.48,41337653.1,12275544.28,11173584.46,959959.82,94.3,0.94169301,223.19,205.32,5.6,89.6,0.89560699,233.02,236.03,4.0,4.5643,12017,2848,223059899,Centro Oeste
14482,5222203,GO,2013,13104873.8,11354507.84,4423409.59,0.0,0.0,92.9,0.928949,188.19,167.25,4.3,90.0,0.89532799,234.91,241.63,4.1,4.6745,5274,1465,103233390,Centro Oeste
14483,5222203,GO,2017,19158837.42,0.0,0.0,0.0,0.0,90.1,0.90481901,210.19,198.08,5.0,91.3,0.916462,230.03,236.0,4.1,4.6745,5879,1514,118638961,Centro Oeste
14484,5222203,GO,2019,21198452.7,19064271.67,5308427.27,5222371.84,0.0,93.4,0.936827,212.66,195.14,5.2,95.2,0.953224,252.47,241.44,4.7,4.6745,6171,1541,113668466,Centro Oeste
14497,5006309,MS,2013,95775099.75,74445696.11,22547314.26,16394385.68,3972114.5,91.6,0.914738,208.75,187.11,4.9,80.6,0.816598,247.75,238.16,3.9,5.0331,41340,8526,872941898,Centro Oeste
14498,5006309,MS,2015,125426396.3,88356960.23,27001660.61,20960520.73,3468424.85,90.1,0.89898002,,,5.3,79.8,0.80255699,,,3.9,5.0331,41613,8282,1106216833,Centro Oeste
14499,5006309,MS,2017,127889445.2,98975143.29,27895638.4,16897180.67,9226962.74,92.9,0.92787498,220.5,209.61,5.6,82.3,0.83361399,247.66,247.89,4.1,5.0331,41877,8215,1192607141,Centro Oeste
14500,5006309,MS,2019,151296620.18,117055864.88,32423052.22,19169140.51,10271265.34,90.4,0.89715803,213.52,204.97,5.2,82.8,0.83155799,256.01,252.24,4.3,5.0331,42148,8155,1372939444,Centro Oeste
14540,5103007,MT,2013,39414459.96,31526484.51,12338921.26,5000000.0,3000000.0,94.9,0.94400698,182.38,174.25,4.4,92.5,0.925937,253.72,249.72,4.7,4.7869,18702,4586,239693176,Centro Oeste
14541,5103007,MT,2015,47861000.0,38736000.0,13249148.42,7663354.32,3134531.93,91.5,0.91196901,,,4.8,86.7,0.868002,,,4.8,4.7869,19044,4434,472026562,Centro Oeste
14542,5103007,MT,2017,50869979.17,42378587.66,15006141.01,9442497.79,3300214.05,94.2,0.94293201,210.61,205.58,5.4,100.0,1.0,,,,4.7869,19431,4407,693668000,Centro Oeste
14543,5103007,MT,2019,68828489.17,49358500.13,17951897.9,9281411.22,5898166.61,97.1,0.97181898,204.0,189.52,5.2,,,,,,4.7869,19752,4386,717056881,Centro Oeste
14584,5220009,GO,2013,19571778.92,17296131.66,6517530.09,6387567.78,0.0,94.6,0.94757003,184.92,172.13,4.4,,,,,,4.8181,11551,3328,169632660,Centro Oeste
14585,5220009,GO,2015,24107689.45,22059979.4,8110843.02,7872152.32,0.0,90.5,0.90326297,,,4.7,,,,,,4.8181,12306,3455,229101231,Centro Oeste
14586,5220009,GO,2017,46539891.7,41661329.2,8991766.92,8890190.21,0.0,89.2,0.88989198,203.58,188.63,4.7,86.8,0.876975,,,,4.8181,13027,3610,299084981,Centro Oeste
14587,5220009,GO,2019,39785288.85,31422682.31,10244310.62,9959962.93,0.0,95.6,0.95670599,206.86,196.32,5.2,,,,,,4.8181,13740,3772,396390361,Centro Oeste
14780,5215231,GO,2013,88345811.74,76547337.01,0.0,0.0,0.0,90.4,0.89811897,213.22,195.39,5.0,,,,,,4.7704,103122,29938,685375671,Centro Oeste
14781,5215231,GO,2015,106804943.45,85340798.02,44914046.61,0.0,0.0,83.0,0.83765203,,,4.6,,,,,,4.7704,107470,30306,797734211,Centro Oeste
14782,5215231,GO,2017,136225930.18,105436767.42,55704040.99,53372287.74,628419.74,86.4,0.87047899,213.42,205.27,5.0,83.9,0.83899999,,,,4.7704,111631,30739,922457207,Centro Oeste
14783,5215231,GO,2019,166485941.24,124042985.02,54826767.45,49000025.78,0.0,87.5,0.87190402,212.64,196.16,4.9,,,,,,4.7704,115711,31214,1010374019,Centro Oeste
14796,5204003,GO,2013,16531398.35,15507539.79,0.0,4609109.07,0.0,97.6,0.97618699,173.32,164.3,4.2,,,,,,4.8137,7656,1969,204184783,Centro Oeste
14797,5204003,GO,2015,20484703.09,17294342.21,5520148.18,5520148.18,0.0,94.9,0.95026302,,,4.8,,,,,,4.8137,7772,1910,222374594,Centro Oeste
14798,5204003,GO,2017,19721669.85,18754910.36,7230568.68,7068022.75,0.0,93.5,0.93261403,199.78,197.72,5.0,97.0,0.95995498,211.19,216.13,3.6,4.8137,7883,1893,210072048,Centro Oeste
14799,5204003,GO,2019,26379742.35,25113816.04,7654715.34,7493067.49,0.0,97.9,0.97980201,217.57,204.52,5.7,,,,,,4.8137,7993,1882,257499935,Centro Oeste
14804,5207907,GO,2013,26739781.58,25499542.41,0.0,9679411.57,0.0,92.6,0.924366,179.61,168.08,4.1,,,,,,4.5105,13721,3456,112246020,Centro Oeste
14805,5207907,GO,2015,28281774.66,26873611.01,10152922.33,0.0,0.0,91.5,0.93146002,,,4.5,,,,,,4.5105,14698,3469,131112692,Centro Oeste
14806,5207907,GO,2017,29754696.76,28451114.01,12077158.19,11897925.69,57360.35,93.6,0.93019003,193.13,186.6,4.7,82.4,0.82703501,218.55,226.44,3.4,4.5105,15634,3516,137401843,Centro Oeste
14807,5207907,GO,2019,36399868.78,34371357.19,13331570.68,0.0,0.0,91.7,0.92135698,198.47,181.74,4.7,,,,,,4.5105,16557,3571,171002045,Centro Oeste
14842,5220157,GO,2015,19526444.8,17311791.35,3405819.05,3323375.24,689.45,96.9,0.96420997,,,5.7,,,,,,4.8969,4964,1170,77530606,Centro Oeste
14843,5220157,GO,2017,20172982.04,18468474.71,4918013.41,4667123.39,0.0,97.1,0.971596,232.44,221.89,6.3,100.0,1.0,,,,4.8969,5066,1174,108578961,Centro Oeste
14844,5220157,GO,2019,24034532.3,21581267.67,4639732.96,4483657.05,0.0,96.3,0.96203703,208.67,203.74,5.4,,,,,,4.8969,5167,1179,135880889,Centro Oeste
14845,5204953,GO,2015,13206757.64,12937197.46,3327977.38,3009511.71,201151.86,100.0,1.0,,,5.5,,,,,,4.6677,3432,653,40869005,Centro Oeste
14846,5204953,GO,2017,16782042.61,15749485.94,2061216.41,1787862.2,0.0,99.7,0.996759,214.52,202.53,5.7,,,,,,4.6677,2783,515,44298190,Centro Oeste
14847,5204953,GO,2019,19902083.85,18428263.86,3364064.99,3357072.55,6992.44,100.0,1.0,229.36,213.66,6.2,,,,,,4.6677,2141,380,48598038,Centro Oeste
14851,5207501,GO,2015,19189234.29,16658963.6,2939988.16,2936690.26,3297.9,96.0,0.95687699,,,5.3,100.0,1.0,,,,5.0758,3321,644,45120823,Centro Oeste
14852,5207501,GO,2017,15019900.62,13492163.18,2869629.1,2763255.81,10870.0,97.6,0.96895701,230.22,216.19,6.1,100.0,1.0,274.6,273.83,5.8,5.0758,3298,629,49312092,Centro Oeste
14853,5207501,GO,2019,16075073.28,14947869.34,3397254.75,3334099.1,0.0,100.0,1.0,244.25,224.82,6.7,98.8,0.99075001,284.1,273.57,5.9,5.0758,3275,612,53972102,Centro Oeste
14860,5217203,GO,2015,28208989.49,23254275.74,7147802.32,0.0,0.0,99.2,0.99066502,,,5.5,90.9,0.89570099,,,4.5,5.0533,10856,1841,367835384,Centro Oeste
14861,5217203,GO,2017,31589173.9,27508399.39,7832884.66,7832884.66,0.0,97.3,0.96565598,216.5,218.41,5.9,92.9,0.93115997,267.57,256.17,5.0,5.0533,10619,1726,362805380,Centro Oeste
14862,5217203,GO,2019,37550654.29,32002843.51,7724708.5,7576265.18,15813.7,99.5,0.99393898,231.52,219.63,6.3,89.7,0.90294999,277.98,267.07,5.2,5.0533,10385,1619,407406879,Centro Oeste
14875,5216908,GO,2015,17174571.53,12809736.84,3118565.35,3118565.35,0.0,97.1,0.97104597,,,4.8,,,,,,4.8617,2501,426,175299094,Centro Oeste
14876,5216908,GO,2017,20799131.4,15662991.25,3718080.29,3656758.3,0.0,100.0,1.0,205.36,197.08,5.5,100.0,1.0,,,,4.8617,2376,383,170813488,Centro Oeste
14877,5216908,GO,2019,24926491.0,22847263.76,3839789.44,3760211.65,0.0,98.6,0.98569798,198.35,193.8,5.2,,,,,,4.8617,2253,344,152369562,Centro Oeste
14881,5221577,GO,2015,14112934.72,13815591.51,3389970.81,3389970.81,0.0,90.5,0.89741999,,,4.4,90.8,0.88912803,,,4.3,4.6885,2911,579,41254089,Centro Oeste
14882,5221577,GO,2017,13541516.07,12949615.56,3872249.72,3872249.72,0.0,96.4,0.96335298,202.67,199.42,5.3,99.1,0.99048603,252.63,250.75,5.0,4.6885,2882,547,44365229,Centro Oeste
14883,5221577,GO,2019,16441212.3,15762136.97,3895161.94,3895161.94,0.0,96.6,0.964257,217.44,198.83,5.5,96.8,0.964499,235.53,235.22,4.4,4.6885,2854,518,47960170,Centro Oeste
14920,5204656,GO,2015,18523859.79,17331848.88,3845189.08,3800524.21,0.0,97.0,0.97201198,,,5.1,92.9,0.933496,,,5.5,4.9915,3676,754,56060903,Centro Oeste
14921,5204656,GO,2017,17015525.91,14806750.86,2865654.26,2401907.89,43972.0,97.7,0.97574699,204.64,188.42,5.2,90.7,0.89996499,256.79,260.17,4.8,4.9915,3658,736,51924924,Centro Oeste
14922,5204656,GO,2019,22334278.51,20360898.74,4818642.59,4183007.62,34930.23,96.4,0.95612001,191.3,181.96,4.7,89.8,0.896649,266.45,265.08,5.0,4.9915,3640,722,66869782,Centro Oeste
14926,5212808,GO,2015,23919310.83,21594731.71,7594746.96,7319339.59,0.0,99.1,0.99052697,,,5.9,,,,,,5.0839,10085,2032,174078017,Centro Oeste
14927,5212808,GO,2017,24132644.55,22718049.18,6554918.68,6366689.02,0.0,98.8,0.98953998,220.47,201.83,5.8,100.0,1.0,,,,5.0839,9792,1922,197487023,Centro Oeste
14928,5212808,GO,2019,33069149.83,30233101.01,7806317.55,7458134.23,0.0,99.4,0.99229699,219.89,221.91,6.1,95.7,0.96306598,224.02,195.74,3.5,5.0839,9503,1817,219640640,Centro Oeste
14929,5213772,GO,2015,14755717.38,13873052.71,5128522.95,4406453.48,2148.0,93.8,0.95127201,,,5.0,,,,,,4.6548,4356,998,59146045,Centro Oeste
14930,5213772,GO,2017,16806186.14,15531368.27,5266129.88,4317445.19,3061.26,98.3,0.98272997,208.42,194.97,5.4,92.3,0.91807902,,,,4.6548,4418,960,66811708,Centro Oeste
14931,5213772,GO,2019,19973354.19,18874087.28,5736045.14,4715837.27,0.0,98.7,0.98754197,229.86,234.72,6.5,,,,,,4.6548,4479,923,68323417,Centro Oeste
14935,5105507,MT,2015,56385549.8,45146160.69,13207803.48,11891152.22,1272320.66,94.0,0.939224,,,,86.4,0.86540997,,,4.2,4.6007,15546,4618,385177602,Centro Oeste
14936,5105507,MT,2017,61897488.08,52795826.58,14367006.63,12505197.94,1840901.09,93.3,0.93597299,184.55,180.0,4.5,83.1,0.82679802,246.05,234.77,3.9,4.6007,15835,4619,321398339,Centro Oeste
14937,5105507,MT,2019,71096911.27,61059945.44,22791547.12,20564212.4,2212935.24,93.8,0.93592399,191.08,174.97,4.5,82.9,0.83017802,224.72,222.66,3.4,4.6007,16128,4629,340004877,Centro Oeste
14944,5208905,GO,2015,58674452.68,51893566.02,11516716.56,10948437.61,414959.8,95.7,0.957407,,,5.5,94.0,0.94178599,,,,4.9226,23744,4423,391071355,Centro Oeste
14945,5208905,GO,2017,68104349.84,60829089.92,13487187.65,0.0,0.0,99.1,0.99006897,215.55,219.72,6.0,93.2,0.93054199,,,,4.9226,23191,4178,454181136,Centro Oeste
14946,5208905,GO,2019,71696935.7,62246053.09,14408106.61,11586672.24,361775.88,100.0,1.0,227.52,216.96,6.3,,,,,,4.9226,22645,3945,530139957,Centro Oeste
14965,5220504,GO,2015,28745861.84,23723985.62,7189795.54,6857588.85,332206.69,95.5,0.95357299,,,5.7,94.2,0.94186801,,,,5.0209,8141,1794,323943132,Centro Oeste
14966,5220504,GO,2017,32533955.47,27055629.33,7245445.5,7230407.15,15038.35,96.4,0.966874,211.86,203.85,5.5,92.6,0.92079097,,,,5.0209,8344,1799,383587883,Centro Oeste
14967,5220504,GO,2019,39590999.24,32765920.78,6998610.22,6946818.51,51791.71,95.8,0.95953602,217.97,213.63,5.8,,,,,,5.0209,8544,1809,431435561,Centro Oeste
14971,5213087,GO,2015,103762646.17,84686107.66,26391792.28,19322879.45,3786335.43,98.0,0.98219901,,,5.9,95.5,0.95483202,,,5.3,4.9348,30220,6174,1553253762,Centro Oeste
14972,5213087,GO,2017,105321157.13,86908610.24,27821902.39,15077663.51,8083690.43,95.8,0.95867598,230.5,218.61,6.1,93.1,0.927683,243.42,253.47,4.6,4.9348,29641,5798,912556364,Centro Oeste
14973,5213087,GO,2019,114325421.32,97984182.88,31867663.95,19012123.4,6858418.27,97.3,0.97237998,233.8,218.05,6.2,97.1,0.96774399,255.8,264.35,5.2,4.9348,29070,5436,908768682,Centro Oeste
14998,5106174,MT,2015,18959969.01,17379874.59,5569967.76,5536277.91,33689.85,50.0,0.48954499,,,2.9,82.4,0.79225999,,,,4.926,3512,1253,55334856,Centro Oeste
14999,5106174,MT,2017,22344241.31,20219159.63,5162189.34,5114833.62,47355.72,82.1,0.82824302,218.25,210.88,4.9,90.1,0.90674698,235.83,241.8,4.2,4.926,3679,1277,68836535,Centro Oeste
15000,5106174,MT,2019,26119909.74,24692907.0,6018605.73,5543314.17,470107.42,88.5,0.88931203,,,,81.4,0.81445199,,,,4.926,3849,1301,77105990,Centro Oeste
15013,5103601,MT,2015,23276931.52,18783618.02,4565435.27,3634969.59,175555.66,100.0,1.0,,,,95.8,0.95746797,,,3.5,4.5553,8256,1772,283956406,Centro Oeste
15014,5103601,MT,2017,25762346.36,22005467.03,4353682.0,3914714.42,36458.94,99.7,0.99634701,191.55,183.25,4.9,,,,,,4.5553,8222,1734,336308360,Centro Oeste
15015,5103601,MT,2019,28567048.21,25180323.82,6134982.05,3342390.13,1917397.28,100.0,1.0,209.63,186.22,5.4,,,,,,4.5553,8178,1698,320194561,Centro Oeste
15016,5218789,GO,2015,29116011.65,15863275.46,7163099.99,6130450.2,954862.89,95.6,0.95233798,,,5.6,,,,,,5.3315,4016,960,257008119,Centro Oeste
15017,5218789,GO,2017,35615709.85,18430251.85,6236801.37,4989636.2,1235102.91,94.6,0.946154,210.46,207.6,5.4,98.6,0.97297299,225.94,255.97,4.6,5.3315,4248,983,307175938,Centro Oeste
15018,5218789,GO,2019,37199943.41,20216023.36,6494988.58,5005589.69,1235797.4,97.3,0.97484398,214.28,205.0,5.6,99.4,0.99492401,270.02,266.39,5.6,5.3315,4493,1014,361098459,Centro Oeste
15118,5106505,MT,2017,60812109.5,53949142.41,20423264.15,0.0,0.0,97.0,0.96991599,182.52,167.91,4.4,91.0,0.91101199,205.66,204.72,3.2,4.4135,33078,8121,502975332,Centro Oeste
15119,5106505,MT,2019,83138103.61,72176068.29,22002012.56,10783484.57,8204363.87,98.7,0.98714203,177.97,159.86,4.2,,,,,,4.4135,32843,7942,578515935,Centro Oeste
8,2200608,PI,2013,12071430.76,10421173.07,3787536.92,3613963.07,173573.85,81.5,0.820678,189.67,178.16,4.0,70.8,0.69850099,220.6,222.8,2.8,4.12,6816,1605,40342901,Nordeste
9,2200608,PI,2015,14982291.75,12268150.47,4495912.05,4471417.65,24494.4,96.3,0.96071702,,,5.1,93.8,0.93517703,,,4.4,4.12,6806,1480,46636253,Nordeste
10,2200608,PI,2017,18374494.56,14826822.18,5085337.39,5056638.39,28699.0,93.9,0.94127297,210.69,198.16,5.3,98.7,0.98417902,244.39,247.52,4.8,4.12,6797,1390,55260772,Nordeste
11,2200608,PI,2019,20861116.74,18177375.34,4728526.89,3994028.63,546640.05,94.9,0.94700098,219.92,208.75,5.6,98.8,0.98642302,255.88,262.1,5.2,4.12,6788,1320,68824525,Nordeste
12,2903409,BA,2013,43884263.69,40386735.35,15818274.32,15810197.49,0.0,81.5,0.82227403,159.64,149.07,3.1,73.8,0.73703998,212.66,211.69,2.8,4.369,22631,6439,226424110,Nordeste
13,2903409,BA,2015,55466171.65,50732727.41,21397485.59,19055202.21,2313193.87,78.8,0.77819401,,,3.6,67.2,0.68080997,,,2.6,4.369,22867,6181,280303182,Nordeste
14,2903409,BA,2017,59202121.9,53547414.35,23162509.74,19434224.18,3728285.56,80.4,0.81443202,189.0,182.28,4.0,71.7,0.72182101,219.99,227.86,3.0,4.369,23094,5970,265802449,Nordeste
15,2903409,BA,2019,70294178.71,63092110.75,29260801.4,19291165.29,5275819.84,83.2,0.83231401,195.92,183.3,4.2,71.3,0.71831298,233.6,236.85,3.2,4.369,23328,5785,318411271,Nordeste
16,2411007,RN,2013,13237164.82,12579713.17,3813770.17,1503325.55,868657.22,88.2,0.88910598,170.61,152.55,3.6,63.9,0.65245599,226.05,213.41,2.6,4.4736,4500,1098,29070769,Nordeste
17,2411007,RN,2015,14414111.42,13473975.71,4398019.95,1822712.57,1216664.77,78.8,0.77462602,,,3.8,62.5,0.63213199,,,3.1,4.4736,4489,1037,33939713,Nordeste
18,2411007,RN,2017,16501901.5,14636996.84,4503025.49,2337242.14,1115956.21,80.7,0.83146799,204.36,189.92,4.4,81.9,0.83219099,224.41,246.27,3.8,4.4736,4478,991,39998482,Nordeste
19,2411007,RN,2019,18532125.23,17356557.71,5409934.21,3462207.51,1547759.97,88.1,0.874937,194.27,171.97,4.2,75.7,0.75836802,,,,4.4736,4467,949,45032935,Nordeste
24,2926509,BA,2013,30354067.46,29246025.32,11080336.05,7288029.72,3461120.85,82.6,0.81780499,172.16,157.75,3.4,70.8,0.72389799,225.91,216.86,2.9,4.1339,14638,3943,81841414,Nordeste
25,2926509,BA,2015,31251571.93,30621260.1,14043689.62,8810584.21,3947117.48,79.3,0.80944902,,,3.7,55.5,0.56470299,,,2.5,4.1339,14682,3636,109575990,Nordeste
26,2926509,BA,2017,32930742.03,31649313.69,17354033.63,10952253.41,3352041.02,82.9,0.826904,185.47,180.91,4.0,59.6,0.59705597,230.08,244.63,2.7,4.1339,14820,3552,136604907,Nordeste
27,2926509,BA,2019,39575588.46,38415275.68,20528612.84,16237581.56,109064.56,90.1,0.90664297,184.0,175.97,4.2,84.4,0.85079998,248.91,257.98,4.4,4.1339,14592,3399,128595481,Nordeste
28,2202174,PI,2013,12625588.68,12347951.25,6651572.33,6336290.31,31869.59,85.3,0.84899998,165.91,160.53,3.4,74.2,0.74923998,,,,3.9584,7075,2365,29435404,Nordeste
29,2202174,PI,2015,15664032.85,15248025.5,8602148.01,8363401.39,238746.62,83.0,0.84365797,,,4.3,83.2,0.83895397,,,4.0,3.9584,7142,2318,35680116,Nordeste
30,2202174,PI,2017,20584190.03,20006368.38,10668778.25,10633960.96,34817.29,89.5,0.89788997,188.89,171.27,4.2,85.3,0.85181898,237.52,238.21,3.9,3.9584,7209,2258,41711507,Nordeste
31,2202174,PI,2019,22706198.73,22113984.05,13185578.0,13124771.97,31308.23,90.2,0.90500402,185.63,170.72,4.2,84.6,0.84665799,256.79,253.19,4.4,3.9584,7279,2227,49110218,Nordeste
36,2205516,PI,2013,11314267.3,10871141.55,4862810.2,4736274.82,84211.08,91.1,0.90917802,192.08,184.08,4.5,,,,,,3.9154,4893,1390,26274014,Nordeste
37,2205516,PI,2015,17102554.29,12435333.47,6859512.57,6643139.52,108622.55,88.7,0.89494199,,,4.6,,,,,,3.9154,5451,1460,35675354,Nordeste
38,2205516,PI,2017,14612449.95,13477826.77,5910861.43,5873853.42,15455.77,90.1,0.90779603,225.08,226.61,5.8,89.7,0.90249997,252.52,239.82,4.4,3.9154,5465,1417,41717275,Nordeste
39,2205516,PI,2019,17670631.21,16395670.36,6608346.3,6222645.6,305380.11,93.3,0.94018799,236.69,220.19,6.1,92.5,0.92816299,253.02,266.33,4.9,3.9154,5478,1392,49555555,Nordeste
44,2201606,PI,2013,14376257.59,13168630.03,6765495.49,6630779.98,81104.68,95.2,0.95497,191.77,175.21,4.6,94.4,0.93539202,235.72,220.96,4.0,3.8181,10165,2532,43614924,Nordeste
45,2201606,PI,2015,21026739.29,19414524.19,11308561.45,11265979.96,42581.49,97.9,0.98071498,,,,97.1,0.97054499,,,4.9,3.8181,10175,2417,56544915,Nordeste
46,2201606,PI,2017,24374639.23,22591494.74,11877631.27,11165353.41,712277.86,98.1,0.982131,224.58,215.33,6.1,99.5,0.99547499,250.91,245.82,4.9,3.8181,10186,2309,69201591,Nordeste
47,2201606,PI,2019,29664168.13,28325783.96,14937357.51,13914694.38,956045.16,99.1,0.99111199,226.97,203.02,5.9,98.8,0.98971301,273.6,275.8,5.8,3.8181,10467,2297,82503772,Nordeste
48,2928059,BA,2013,21322836.68,20915314.68,8270327.61,8270327.61,0.0,83.4,0.82928199,165.24,150.64,3.2,53.5,0.54615301,220.38,221.82,2.2,4.206,13200,3515,79178099,Nordeste
49,2928059,BA,2015,25338008.56,24585554.95,10308703.5,0.0,0.0,82.3,0.83150703,,,3.9,57.2,0.559524,,,2.1,4.206,13054,3211,106031975,Nordeste
50,2928059,BA,2017,28764383.24,27383564.33,11762202.7,0.0,0.0,78.7,0.79759198,181.25,176.6,3.7,56.7,0.554672,,,,4.206,12750,2966,88083036,Nordeste
51,2928059,BA,2019,32628262.82,31012543.72,13032015.76,0.0,0.0,86.9,0.86921799,190.44,177.74,4.2,61.7,0.61151999,237.05,245.11,2.9,4.206,12597,2804,99218199,Nordeste
56,2205599,PI,2013,11095556.95,10780952.16,4015950.36,3693970.83,216447.5,96.2,0.96315002,,,,81.2,0.82302201,228.77,213.02,3.3,4.1877,5040,1323,23989037,Nordeste
57,2205599,PI,2015,11855529.08,11540813.13,4443324.54,3904647.59,528631.83,90.8,0.90969598,,,3.9,90.0,0.86562198,,,3.4,4.1877,5085,1276,30937040,Nordeste
58,2205599,PI,2017,12842103.53,12580623.48,3914602.62,3468109.98,425795.28,92.7,0.92704302,181.36,162.86,4.1,90.4,0.91360599,200.55,203.82,3.1,4.1877,5130,1242,45737171,Nordeste
59,2205599,PI,2019,17110598.06,16697621.8,5626359.12,5281697.79,344661.33,93.2,0.93917,179.58,165.92,4.1,79.1,0.79400802,232.66,223.5,3.4,4.1877,5177,1233,43382065,Nordeste
76,2201770,PI,2013,12771741.52,12471818.62,7173763.64,6890350.72,280212.92,94.9,0.94813502,184.25,174.97,4.4,81.7,0.828385,231.38,225.69,3.5,3.9121,6563,1960,32431346,Nordeste
77,2201770,PI,2015,14767640.32,14345742.82,7370132.41,7040276.27,329856.14,82.0,0.821504,,,4.0,89.9,0.89631599,,,3.9,3.9121,6635,1905,36735208,Nordeste
78,2201770,PI,2017,17220663.47,16960589.99,7041909.9,6458434.11,578775.79,90.7,0.90814799,197.33,193.27,4.8,78.4,0.78262502,238.85,241.58,3.7,3.9121,6706,1863,45711923,Nordeste
